{' b': -9.0694, ' A': -5.038006, ' B': -0.0068035806, ' "': -9.309352, " '": -10.436121}
{' b': -9.180003, ' A': -7.729541, 'B': -10.760015, ' B': -0.0006078664, ' "': -10.549363}
{' B': -0.00067639357, ' A': -7.612325, ' b': -9.099333, ' "': -10.403821, 'B': -10.792195}
{' B': -0.00057488505, ' A': -7.814125, ' b': -9.168516, ' "': -10.481717, 'B': -10.8035755}
{' b': -9.107308, ' A': -7.5976057, 'B': -10.697135, ' B': -0.0006765137, ' "': -10.637833}
{' b': -9.15734, ' A': -7.879829, 'B': -10.812099, ' B': -0.0005488844, ' "': -10.5325775}
{' b': -9.106867, ' A': -8.358015, 'B': -10.781906, ' B': -0.00041178783, ' "': -10.499846}
{' b': -9.1568365, ' A': -8.067801, 'B': -10.739964, ' B': -0.00047797684, ' "': -10.71673}
{' b': -9.2910795, ' A': -8.118851, 'B': -10.789399, ' B': -0.00045144022, ' "': -10.62194}
{' b': -9.323567, ' A': -8.550141, 'B': -10.920296, ' B': -0.0003477465, ' "': -10.405624}
{' b': -9.351395, ' A': -8.041015, 'B': -10.8609915, ' B': -0.0004724313, ' "': -10.482515}
{' b': -8.94542, ' A': -6.061945, ' B': -0.0027714204, ' "': -8.75596, " '": -10.082412}
{' B': -0.0024575547, ' A': -6.1839414, ' "': -8.915797, ' b': -9.026105, 'B': -10.175265}
{' b': -8.953601, ' A': -6.752471, ' B': -0.0015557121, ' "': -8.942859, " '": -10.215973}
{' b': -9.0568, ' A': -5.9482174, 'B': -10.19546, ' B': -0.002960194, ' "': -9.101449}
{' b': -9.2002, ' A': -6.337918, 'B': -10.223119, ' B': -0.0020667966, ' "': -9.2814865}
{' b': -9.081042, ' A': -5.567295, ' B': -0.0042708125, ' "': -8.703099, " '": -9.944111}
{' b': -9.099454, ' A': -6.5120416, 'B': -10.185024, ' B': -0.0018219413, ' "': -9.139901}
{' b': -9.187268, ' A': -6.0515757, 'B': -10.107319, ' B': -0.0026948575, ' "': -9.09282}
{' b': -9.237381, ' A': -6.113825, 'B': -10.136351, ' B': -0.0025395984, ' "': -9.146033}
{' b': -9.269433, ' A': -6.234086, 'B': -10.151498, ' B': -0.0022709072, ' "': -9.234136}
{' b': -9.119666, ' A': -5.7131586, ' B': -0.003694106, ' "': -8.874294, " '": -10.1485}
{' b': -9.268974, ' A': -6.3399563, 'B': -10.175868, ' B': -0.002079276, ' "': -9.149345}
{' B': -0.0016952358, ' A': -6.5993814, ' "': -9.060857, ' b': -9.273762, 'B': -10.156854}
{' b': -9.008306, ' A': -6.630995, 'B': -10.190412, ' B': -0.0016841898, ' "': -9.047279}
{' b': -9.289714, ' A': -6.4362864, 'B': -10.328414, ' B': -0.0018841045, ' "': -9.335483}
{' b': -9.0421295, ' A': -6.791381, ' B': -0.0015385778, ' "': -8.797444, " '": -10.019539}
{' b': -9.122692, ' A': -6.7544203, ' B': -0.0015062245, ' "': -9.083485, " '": -10.261552}
{' B': -0.0025236432, ' A': -6.121641, ' "': -9.126155, ' b': -9.146517, 'B': -10.307793}
{' b': -9.041607, ' A': -6.3084707, 'B': -10.204898, ' B': -0.002167802, ' "': -9.119773}
{' b': -9.074903, ' A': -5.978097, 'B': -10.271222, ' B': -0.0028607224, ' "': -9.1834}
{' b': -8.894609, ' A': -5.6327233, ' B': -0.00400393, ' "': -8.822051, " '": -10.155968}
{' b': -9.004254, ' A': -6.434748, 'B': -10.202656, ' B': -0.0019582137, ' "': -9.103679}
{' b': -9.015564, ' A': -6.889446, 'B': -10.290026, ' B': -0.00137765, ' "': -9.023156}
{' B': -0.0015136267, ' A': -6.7634625, ' "': -9.007562, ' b': -9.053559, 'B': -10.2376795}
{' b': -9.099222, ' A': -7.411282, ' B': -0.0009639266, ' "': -8.981282, " '": -10.245019}
{' b': -8.804374, ' A': -6.5947127, ' B': -0.0018461237, ' "': -8.712165, " '": -9.878366}
{' b': -9.086644, ' A': -7.3874636, 'B': -10.269172, ' B': -0.00097233884, ' "': -9.032803}
{' b': -9.204186, ' A': -7.051909, 'B': -10.217345, ' B': -0.0012191946, ' "': -8.979323}
{' B': -0.0010407129, ' A': -7.2865825, ' "': -8.964867, ' b': -9.205962, " '": -10.196274}
{' b': -9.331487, ' A': -7.2558727, 'B': -10.269231, ' B': -0.0010116551, ' "': -9.128322}
{' b': -8.944591, ' A': -7.3227577, ' B': -0.0010634462, ' "': -8.858423, " '": -10.082625}
{' b': -9.156051, ' A': -7.454798, ' B': -0.0009486529, ' "': -8.908027, " '": -10.208515}
{' b': -9.020797, ' A': -7.7634706, ' B': -0.00079157815, ' "': -8.936567, " '": -10.257143}
{' b': -9.037318, ' A': -7.6647563, ' B': -0.0008299352, ' "': -8.983403, " '": -10.291472}
{' b': -9.486533, ' A': -8.195104, ' B': -0.0005986817, ' "': -8.950341, " '": -10.101839}
{' b': -9.3097725, ' A': -7.08109, ' B': -0.001200277, ' "': -8.915921, " '": -10.092281}
{' b': -9.063641, ' A': -5.9787865, ' B': -0.0029566076, ' "': -8.813343, " '": -9.959902}
{' B': -0.0029018493, ' A': -5.9895916, ' "': -9.020666, ' b': -9.022992, 'B': -9.978618}
{' b': -9.02285, ' A': -6.0824785, 'B': -10.032651, ' B': -0.0026738225, ' "': -8.936357}
{' b': -9.136652, ' A': -5.6110916, 'B': -9.957716, ' B': -0.004024938, ' "': -9.079554}
{' B': -0.002434373, ' A': -6.181225, ' b': -9.032394, ' "': -9.073647, 'B': -10.02224}
{' b': -9.055459, ' A': -5.5643, 'B': -9.907545, ' B': -0.0042644064, ' "': -8.915258}
{' b': -9.090526, ' A': -6.0591764, 'B': -9.938342, ' B': -0.0026947374, ' "': -9.182675}
{' b': -9.088761, ' A': -5.8871408, 'B': -9.979727, ' B': -0.0031368036, ' "': -9.098157}
{' b': -8.991867, ' A': -5.8028793, 'B': -9.965397, ' B': -0.0033844365, ' "': -9.21968}
{' b': -9.049916, ' A': -6.015271, 'B': -10.013993, ' B': -0.0027952113, ' "': -9.217753}
{' b': -9.00731, ' A': -5.30754, 'B': -10.001588, ' B': -0.0053667948, ' "': -8.982636}
{' b': -8.989085, ' A': -6.217186, 'B': -10.040322, ' B': -0.00237325, ' "': -9.030763}
{' b': -9.204681, ' A': -6.5163503, 'B': -10.052003, ' B': -0.0018277928, ' "': -9.05262}
{' b': -9.064974, ' A': -6.041332, 'B': -9.976908, ' B': -0.0027351996, ' "': -9.1912365}
{' b': -9.144807, ' A': -6.26127, 'B': -10.036602, ' B': -0.0022750904, ' "': -9.068823}
{' b': -9.133706, ' A': -6.440736, 'B': -10.01989, ' B': -0.0019924368, ' "': -8.928384}
{' b': -9.159745, ' A': -6.1315784, 'B': -10.055036, ' B': -0.00251223, ' "': -9.1726465}
{' B': -0.0032717055, ' A': -5.8283563, ' "': -9.174973, ' b': -9.251712, 'B': -10.069728}
{' b': -9.118357, ' A': -5.9231067, 'B': -10.041491, ' B': -0.0030324738, ' "': -9.100637}
{' b': -9.084369, ' A': -5.8185797, 'B': -10.01721, ' B': -0.0033242127, ' "': -9.1847105}
{' b': -8.937344, ' A': -5.2309837, ' B': -0.005785282, ' "': -8.90007, " '": -10.00482}
{' B': -0.0028769807, ' A': -5.979542, ' b': -9.032458, ' "': -9.244772, 'B': -10.031223}
{' B': -0.0018306596, ' A': -6.5156183, ' b': -8.999332, ' "': -9.2173815, 'B': -10.04952}
{' b': -9.062655, ' A': -6.0775547, 'B': -10.063517, ' B': -0.0026459107, ' "': -9.162271}
{' b': -9.147974, ' A': -6.7592177, 'B': -10.106536, ' B': -0.0015081347, ' "': -9.081169}
{' b': -9.006114, ' A': -5.9914756, ' B': -0.002940943, ' "': -8.823371, " '": -9.836049}
{' b': -9.209561, ' A': -7.161695, 'B': -10.138964, ' B': -0.001110587, ' "': -9.106075}
{' B': -0.0013236344, ' A': -6.9470973, ' "': -9.049509, ' b': -9.101661, 'B': -10.104615}
{' B': -0.0011539687, ' A': -7.1301246, ' "': -9.059091, ' b': -9.148434, 'B': -10.129829}
{' b': -9.137458, ' A': -7.0165777, 'B': -10.090105, ' B': -0.001246944, ' "': -9.06446}
{' B': -0.0013746659, ' A': -6.9306054, ' "': -8.974376, ' b': -8.9840555, " '": -10.026123}
{' B': -0.0010179817, ' A': -7.341254, ' "': -9.014048, ' b': -9.09788, 'B': -10.086811}
{' b': -9.153336, ' A': -7.086887, 'B': -10.132204, ' B': -0.0011778977, ' "': -9.079618}
{' b': -9.173106, ' A': -7.1257725, 'B': -10.121814, ' B': -0.0011550435, ' "': -9.083441}
{' B': -0.0008358393, ' A': -7.6108913, ' "': -9.070252, ' b': -9.2403, " '": -10.14767}
{' B': -0.0014801384, ' A': -6.8218837, ' "': -8.982732, ' b': -9.02566, " '": -10.055265}
{' b': -9.035304, ' A': -6.348119, 'B': -10.326585, ' B': -0.002074442, ' "': -9.268012}
{' B': -0.0030359402, ' A': -5.9142523, ' b': -8.896667, ' "': -9.311128, 'B': -10.37156}
{' B': -0.0021579443, ' A': -6.271403, ' b': -9.185435, ' "': -9.55368, 'B': -10.392749}
{' b': -9.141919, ' A': -5.2678585, 'B': -10.323304, ' B': -0.005420607, ' "': -9.788572}
{' b': -9.222825, ' A': -6.143903, 'B': -10.415814, ' B': -0.0023954753, ' "': -9.643304}
{' b': -8.995075, ' A': -6.0846066, ' B': -0.0026122658, ' "': -9.293234, " '": -10.281384}
{' B': -0.0028299377, ' A': -5.960735, ' b': -9.218749, ' "': -9.714015, 'B': -10.392741}
{' b': -9.097636, ' A': -6.083224, 'B': -10.354726, ' B': -0.0025504152, ' "': -9.6626005}
{' b': -9.1424, ' A': -6.1980247, 'B': -10.393305, ' B': -0.0022849473, ' "': -9.760819}
{' b': -9.165182, ' A': -6.077895, 'B': -10.366575, ' B': -0.0025594367, ' "': -9.618227}
{' b': -9.071521, ' A': -5.174858, 'B': -10.386327, ' B': -0.005966349, ' "': -9.389613}
{' B': -0.0025104354, ' A': -6.1159973, ' b': -8.92834, ' "': -9.46533, 'B': -10.419454}
{' B': -0.0018692943, ' A': -6.445443, ' b': -9.030832, ' "': -9.490251, 'B': -10.445843}
{' b': -8.950076, ' A': -6.085685, 'B': -10.397544, ' B': -0.0025746739, ' "': -9.485492}
{' b': -9.233594, ' A': -6.122892, 'B': -10.4492855, ' B': -0.0024410053, ' "': -9.686939}
{' b': -9.2130995, ' A': -6.451562, 'B': -10.448722, ' B': -0.001849349, ' "': -9.448254}
{' b': -9.223847, ' A': -6.07278, 'B': -10.448306, ' B': -0.0025479035, ' "': -9.743002}
{' b': -9.176047, ' A': -5.9308467, 'B': -10.46204, ' B': -0.0029030452, ' "': -9.763042}
{' b': -9.170183, ' A': -6.0762925, 'B': -10.395823, ' B': -0.002553401, ' "': -9.690429}
{' B': -0.003167838, ' A': -5.8483977, ' b': -9.05665, ' "': -9.503718, 'B': -10.436782}
{' b': -8.996734, ' A': -5.686566, ' B': -0.0037317956, ' "': -9.260149, " '": -10.193828}
{' B': -0.0018657707, ' A': -6.439382, ' b': -9.043572, ' "': -9.607057, 'B': -10.479636}
{' b': -8.926123, ' A': -6.816031, ' B': -0.0014063595, ' "': -9.354277, " '": -10.500583}
{' b': -9.081952, ' A': -7.013159, 'B': -10.434044, ' B': -0.0011734813, ' "': -9.580098}
{' b': -9.066288, ' A': -7.02581, ' B': -0.0011728844, ' "': -9.411259, " '": -10.539808}
{' b': -9.046013, ' A': -6.2615733, ' B': -0.0022179184, ' "': -9.336482, " '": -10.296075}
{' b': -9.121394, ' A': -7.284909, ' B': -0.00096404675, ' "': -9.419228, " '": -10.547899}
{' b': -9.034478, ' A': -7.6439443, ' B': -0.0007659268, ' "': -9.5175705, " '": -10.4448185}
{' b': -9.138723, ' A': -7.645837, ' B': -0.00075119274, ' "': -9.529686, " '": -10.4274025}
{' b': -8.992365, ' A': -7.3494315, ' B': -0.00093803304, ' "': -9.390712, " '": -10.5376625}
{' b': -9.146315, ' A': -7.6778283, ' B': -0.00073771086, ' "': -9.46058, " '": -10.444308}
{' b': -9.072366, ' A': -7.789555, ' B': -0.00069685513, ' "': -9.485242, " '": -10.449112}
{' b': -9.045493, ' A': -7.6528935, 'B': -10.529987, ' B': -0.00075214735, ' "': -9.460855}
{' b': -9.306607, ' A': -7.554356, 'B': -10.543388, ' B': -0.0007526251, ' "': -9.717054}
{' b': -9.227649, ' A': -8.1688595, ' B': -0.0005491228, ' "': -9.356749, " '": -10.558837}
{' b': -9.272241, ' A': -6.833324, 'B': -10.534179, ' B': -0.0013138462, ' "': -9.622592}
{' b': -9.034041, ' A': -6.323708, ' B': -0.0021311843, ' "': -9.063947, " '": -10.346509}
{' b': -8.962026, ' A': -6.022574, 'B': -10.513265, ' B': -0.002736575, ' "': -9.230289}
{' B': -0.002067035, ' A': -6.3461885, ' b': -8.9486475, ' "': -9.207801, 'B': -10.526257}
{' B': -0.0038807206, ' A': -5.631692, ' b': -9.008474, ' "': -9.329738, 'B': -10.475328}
{' b': -9.166133, ' A': -6.4099183, 'B': -10.53769, ' B': -0.0019007054, ' "': -9.460571}
{' b': -9.019106, ' A': -5.1632676, 'B': -10.40905, ' B': -0.0060676886, ' "': -9.132147}
{' b': -8.985578, ' A': -5.9895034, 'B': -10.41735, ' B': -0.0028068656, ' "': -9.354041}
{' B': -0.002929408, ' A': -5.942931, ' b': -8.944561, ' "': -9.299242, 'B': -10.478723}
{' b': -8.947837, ' A': -5.7786775, 'B': -10.418573, ' B': -0.0034074632, ' "': -9.284568}
{' b': -8.98595, ' A': -5.881319, 'B': -10.489579, ' B': -0.003084548, ' "': -9.362185}
{' B': -0.0067237695, ' A': -5.051285, ' b': -9.003306, ' "': -9.2703705, 'B': -10.520568}
{' b': -8.949479, ' A': -6.2562003, 'B': -10.508042, ' B': -0.0022162457, ' "': -9.336435}
{' b': -9.11322, ' A': -6.2725058, 'B': -10.510869, ' B': -0.002150418, ' "': -9.466646}
{' b': -9.104285, ' A': -5.9935937, 'B': -10.483141, ' B': -0.0027545649, ' "': -9.557579}
{' b': -9.205246, ' A': -6.3421006, 'B': -10.592697, ' B': -0.002011131, ' "': -9.509036}
{' b': -9.144935, ' A': -6.9681935, 'B': -10.566809, ' B': -0.001215852, ' "': -9.346147}
{' b': -9.208869, ' A': -5.973692, 'B': -10.560365, ' B': -0.002778953, ' "': -9.664292}
{' B': -0.00428386, ' A': -5.5127125, ' b': -9.147559, ' "': -9.670546, 'B': -10.502755}
{' b': -9.089427, ' A': -6.117781, 'B': -10.516362, ' B': -0.002458989, ' "': -9.584713}
{' b': -9.105704, ' A': -5.4744625, 'B': -10.490673, ' B': -0.004459449, ' "': -9.538802}
{' b': -8.994843, ' A': -5.3395414, 'B': -10.539013, ' B': -0.0051108846, ' "': -9.261794}
{' b': -8.978014, ' A': -6.038987, 'B': -10.545055, ' B': -0.002678603, ' "': -9.330005}
{' b': -8.983569, ' A': -6.9487157, 'B': -10.551122, ' B': -0.0012483763, ' "': -9.334632}
{' b': -9.157105, ' A': -6.584114, 'B': -10.563838, ' B': -0.0016371437, ' "': -9.445307}
{' b': -9.137026, ' A': -7.339563, ' B': -0.0009340944, ' "': -9.258185, " '": -10.574559}
{' b': -8.906945, ' A': -6.372397, ' B': -0.0020417103, ' "': -9.134561, " '": -10.423959}
{' b': -9.115966, ' A': -7.5202117, 'B': -10.610461, ' B': -0.00081967295, ' "': -9.33046}
{' B': -0.0011020529, ' A': -7.091562, ' b': -9.048572, ' "': -9.407841, 'B': -10.609117}
{' B': -0.0008080994, ' A': -7.570898, ' b': -9.06179, ' "': -9.273327, " '": -10.540614}
{' B': -0.0010422637, ' A': -7.19083, ' b': -9.030696, ' "': -9.23773, 'B': -10.624083}
{' b': -8.900115, ' A': -7.01722, 'B': -10.70534, ' B': -0.0012087511, ' "': -9.167017}
{' b': -9.021716, ' A': -7.370904, 'B': -10.563035, ' B': -0.0009092193, ' "': -9.395148}
{' b': -8.979638, ' A': -7.612579, 'B': -10.693904, ' B': -0.00078763964, ' "': -9.229239}
{' b': -9.1701355, ' A': -7.752531, 'B': -10.665794, ' B': -0.0006793165, ' "': -9.44699}
{' b': -9.15882, ' A': -8.423873, ' B': -0.00048608772, ' "': -9.303288, " '": -10.664981}
{' b': -9.091853, ' A': -7.3806057, 'B': -10.721121, ' B': -0.0008814775, ' "': -9.4337225}
{' b': -8.976825, ' A': -6.193866, ' B': -0.002437001, ' "': -8.85498, " '": -10.054734}
{' b': -9.092415, ' A': -6.319074, ' B': -0.002147252, ' "': -9.026538, " '": -10.234011}
{' b': -9.023942, ' A': -6.4690695, ' B': -0.0018854785, ' "': -9.105552, " '": -10.339699}
{' b': -9.164366, ' A': -5.8833756, 'B': -10.536229, ' B': -0.0030659535, ' "': -9.361034}
{' b': -9.181515, ' A': -6.2760925, 'B': -10.593337, ' B': -0.002155317, ' "': -9.284509}
{' b': -9.116629, ' A': -5.378512, ' B': -0.0049578827, ' "': -9.088688, " '": -10.323058}
{' B': -0.0021792112, ' A': -6.270369, ' b': -9.158778, ' "': -9.311277, 'B': -10.514958}
{' b': -9.064058, ' A': -5.8351173, 'B': -10.528034, ' B': -0.0032120263, ' "': -9.336426}
{' b': -9.157525, ' A': -6.02371, ' B': -0.0027108155, ' "': -9.279729, " '": -10.528511}
{' b': -9.091371, ' A': -6.311368, ' B': -0.00212796, ' "': -9.148917, " '": -10.505122}
{' b': -9.064919, ' A': -5.046515, ' B': -0.006775616, ' "': -9.076814, " '": -10.536052}
{' b': -8.9668865, ' A': -6.041277, ' B': -0.0027066302, ' "': -9.144481, " '": -10.555898}
{' b': -9.1697445, ' A': -6.809169, ' B': -0.0013959743, ' "': -9.200881, " '": -10.476398}
{' b': -9.004212, ' A': -6.3708334, ' B': -0.002042188, ' "': -9.105302, " '": -10.406827}
{' b': -9.26578, ' A': -6.157391, 'B': -10.646239, ' B': -0.0023772533, ' "': -9.363639}
{' b': -9.227002, ' A': -6.6912417, ' B': -0.0015335043, ' "': -9.1364155, " '": -10.602679}
{' b': -9.367734, ' A': -6.303848, 'B': -10.673614, ' B': -0.0020642267, ' "': -9.499747}
{' b': -9.285258, ' A': -5.8802013, 'B': -10.629526, ' B': -0.0030480188, ' "': -9.444185}
{' B': -0.00238962, ' A': -6.153314, ' b': -9.223947, ' "': -9.398326, 'B': -10.620746}
{' b': -9.134967, ' A': -6.0680437, ' B': -0.002619975, ' "': -9.196181, " '": -10.406854}
{' b': -8.955774, ' A': -5.303357, ' B': -0.005362899, ' "': -8.919457, " '": -10.170976}
{' b': -9.073645, ' A': -6.350681, ' B': -0.0020389638, ' "': -9.266763, " '": -10.617929}
{' B': -0.001050857, ' A': -7.1306186, ' b': -9.207846, ' "': -9.4683695, 'B': -10.674701}
{' B': -0.0014841962, ' A': -6.7255898, ' b': -9.203491, ' "': -9.212201, " '": -10.521703}
{' b': -9.298344, ' A': -7.454381, ' B': -0.00085194845, ' "': -9.26223, " '": -10.410204}
{' b': -9.053993, ' A': -6.2898245, ' B': -0.0022060913, ' "': -8.988111, " '": -10.135418}
{' b': -9.257247, ' A': -7.6790776, ' B': -0.0007465398, ' "': -9.243949, " '": -10.357635}
{' b': -9.08981, ' A': -7.502324, ' B': -0.0008715718, ' "': -9.1332035, " '": -10.240907}
{' b': -9.247236, ' A': -7.723043, ' B': -0.0007054447, ' "': -9.374986, " '": -10.526075}
{' b': -9.183688, ' A': -7.4157286, ' B': -0.0008848181, ' "': -9.206806, " '": -10.54808}
{' B': -0.001015712, ' A': -7.2353706, ' b': -9.150551, ' "': -9.1842165, " '": -10.397597}
{' b': -9.197279, ' A': -7.854034, ' B': -0.0006750832, ' "': -9.239393, " '": -10.423507}
{' B': -0.00075023813, ' A': -7.622033, ' "': -9.289468, ' b': -9.3086195, " '": -10.522874}
{' B': -0.00081012776, ' A': -7.5274878, ' b': -9.19958, ' "': -9.224974, " '": -10.705288}
{' b': -9.429968, ' A': -8.353099, ' B': -0.0004851331, ' "': -9.239159, " '": -10.593709}
{' b': -9.25179, ' A': -7.322528, ' B': -0.00094185147, ' "': -9.186689, " '": -10.464564}
{' B': -0.0017447337, ' A': -6.6190176, ' "': -8.843316, ' b': -8.845687, " '": -10.025551}
{' b': -8.697852, ' A': -6.1807866, ' B': -0.002467176, ' "': -9.018247, " '": -10.292388}
{' b': -8.745512, ' A': -6.3371944, ' B': -0.0021541212, ' "': -9.037301, " '": -10.286266}
{' b': -8.845811, ' A': -5.661155, 'B': -10.38258, ' B': -0.00379354, ' "': -9.43468}
{' b': -8.891678, ' A': -6.5126357, 'B': -10.480908, ' B': -0.0018274352, ' "': -9.10886}
{' b': -8.730898, ' A': -5.6031227, ' B': -0.004133742, ' "': -8.876707, " '": -9.967475}
{' b': -8.908063, ' A': -6.0163894, 'B': -10.327288, ' B': -0.0027651454, ' "': -9.307746}
{' b': -8.741641, ' A': -5.802542, 'B': -10.33494, ' B': -0.003409257, ' "': -9.03514}
{' b': -8.912129, ' A': -5.791561, 'B': -10.373689, ' B': -0.0033764814, ' "': -9.311285}
{' b': -8.823898, ' A': -5.955745, 'B': -10.381218, ' B': -0.002930006, ' "': -9.245555}
{' B': -0.0039749686, ' A': -5.613231, ' b': -8.992656, ' "': -9.248098, " '": -10.383385}
{' b': -8.872441, ' A': -6.188796, 'B': -10.3853035, ' B': -0.002373966, ' "': -9.327751}
{' b': -8.890357, ' A': -6.42581, ' B': -0.001958573, ' "': -9.191905, " '": -10.327279}
{' B': -0.0024004332, ' A': -6.182318, ' b': -8.847901, ' "': -9.206906, 'B': -10.46984}
{' b': -9.03458, ' A': -6.2204742, ' B': -0.0022848272, ' "': -9.367825, " '": -10.435242}
{' B': -0.0011565931, ' A': -7.063837, ' b': -9.072832, ' "': -9.28467, " '": -10.425262}
{' b': -8.9914, ' A': -5.877781, 'B': -10.480255, ' B': -0.0031070889, ' "': -9.341312}
{' B': -0.0035239158, ' A': -5.7318907, ' b': -9.05819, ' "': -9.457775, 'B': -10.476895}
{' b': -8.921793, ' A': -6.2195554, 'B': -10.487543, ' B': -0.0022897269, ' "': -9.422407}
{' b': -8.755781, ' A': -5.6026835, ' B': -0.0040568938, ' "': -9.130652, " '": -10.430453}
{' b': -8.903661, ' A': -5.7497807, ' B': -0.003540546, ' "': -9.059177, " '": -10.245445}
{' b': -8.858735, ' A': -6.425694, 'B': -10.409716, ' B': -0.0019409575, ' "': -9.418702}
{' b': -8.881686, ' A': -7.010274, ' B': -0.0012219354, ' "': -9.3381605, " '": -10.425717}
{' B': -0.0016321284, ' A': -6.643493, ' b': -8.920002, ' "': -9.224343, " '": -10.3172035}
{' b': -9.040302, ' A': -7.538433, ' B': -0.0008425206, ' "': -9.237873, " '": -10.317075}
{' b': -8.811124, ' A': -6.620162, ' B': -0.0017155951, ' "': -9.033891, " '": -10.137181}
{' b': -9.135192, ' A': -7.5313144, ' B': -0.0008128715, ' "': -9.360136, " '": -10.461813}
{' B': -0.0008974655, ' A': -7.3655972, ' b': -9.0811825, ' "': -9.482396, " '": -10.631831}
{' B': -0.00083303556, ' A': -7.453779, ' b': -9.148767, ' "': -9.473369, 'B': -10.66338}
{' b': -8.829115, ' A': -7.124423, ' B': -0.0011263395, ' "': -9.287381, " '": -10.563999}
{' B': -0.0011521796, ' A': -7.116459, ' b': -8.888593, ' "': -9.1521845, " '": -10.230137}
{' B': -0.00082838273, ' A': -7.52801, ' b': -8.957245, ' "': -9.439451, 'B': -10.510735}
{' B': -0.0009222224, ' A': -7.4373755, ' b': -8.817275, ' "': -9.18311, " '": -10.510961}
{' b': -9.0646515, ' A': -7.4105306, ' B': -0.00089149945, ' "': -9.327818, " '": -10.477752}
{' b': -9.061131, ' A': -8.207734, ' B': -0.00057560124, ' "': -9.207234, " '": -10.331553}
{' B': -0.000901283, ' A': -7.443421, ' b': -8.987309, ' "': -9.199565, " '": -10.335591}
{' B': -0.0016063362, ' A': -6.596428, ' b': -9.399179, ' "': -9.439732, 'B': -10.57947}
{' b': -9.3987465, ' A': -6.598068, 'B': -10.601744, ' B': -0.0015683688, ' "': -9.835579}
{' b': -9.229977, ' A': -6.776796, 'B': -10.608442, ' B': -0.001369234, ' "': -9.646148}
{' b': -9.418137, ' A': -5.5806427, 'B': -10.581291, ' B': -0.0039640744, ' "': -10.010663}
{' b': -9.324918, ' A': -6.3374357, 'B': -10.6102705, ' B': -0.001986403, ' "': -9.71437}
{' b': -9.400833, ' A': -5.744417, 'B': -10.544296, ' B': -0.0034294708, ' "': -9.638403}
{' b': -9.423922, ' A': -6.2025886, 'B': -10.639316, ' B': -0.0022250277, ' "': -9.812501}
{' b': -9.458618, ' A': -6.090081, 'B': -10.646503, ' B': -0.0024649044, ' "': -9.760451}
{' b': -9.429377, ' A': -5.653287, 'B': -10.622004, ' B': -0.0036917736, ' "': -10.091049}
{' b': -9.512581, ' A': -6.2984242, 'B': -10.657303, ' B': -0.0020322122, ' "': -9.753764}
{' b': -9.372905, ' A': -5.549844, 'B': -10.572669, ' B': -0.004113391, ' "': -9.727325}
{' b': -9.374077, ' A': -6.25477, 'B': -10.61042, ' B': -0.0021170285, ' "': -9.934915}
{' b': -9.432633, ' A': -6.540132, 'B': -10.616891, ' B': -0.0016401295, ' "': -9.859359}
{' b': -9.484028, ' A': -6.1509166, 'B': -10.660025, ' B': -0.0023115927, ' "': -10.013482}
{' b': -9.566419, ' A': -6.3128653, 'B': -10.687796, ' B': -0.0019978115, ' "': -9.883388}
{' b': -9.563968, ' A': -7.0855794, 'B': -10.743277, ' B': -0.0010349862, ' "': -9.682465}
{' b': -9.580975, ' A': -6.4362392, 'B': -10.666824, ' B': -0.001778051, ' "': -9.98169}
{' b': -9.556854, ' A': -5.8952956, 'B': -10.656906, ' B': -0.0029334736, ' "': -9.964241}
{' b': -9.496435, ' A': -6.1441164, 'B': -10.719494, ' B': -0.002333517, ' "': -9.878321}
{' b': -9.501206, ' A': -5.8024793, 'B': -10.683361, ' B': -0.0032019196, ' "': -9.980749}
{' b': -9.406397, ' A': -6.046173, 'B': -10.70059, ' B': -0.0025827424, ' "': -9.621439}
{' b': -9.484642, ' A': -6.2576013, 'B': -10.672245, ' B': -0.002100601, ' "': -9.916768}
{' b': -9.4964, ' A': -7.05936, 'B': -10.756342, ' B': -0.0010503792, ' "': -9.719657}
{' B': -0.0011872664, ' A': -6.896149, ' b': -9.607009, ' "': -9.853429, 'B': -10.717704}
{' b': -9.56537, ' A': -7.0987515, 'B': -10.740286, ' B': -0.0010083135, ' "': -9.821876}
{' b': -9.288062, ' A': -6.7806354, ' B': -0.001384335, ' "': -9.392086, " '": -10.599134}
{' B': -0.00080595264, ' A': -7.3772683, ' b': -9.5838175, ' "': -9.793013, 'B': -10.784722}
{' b': -9.556944, ' A': -7.2846584, 'B': -10.78762, ' B': -0.0008777763, ' "': -9.652725}
{' B': -0.0007248298, ' A': -7.517751, ' b': -9.611683, ' "': -9.726395, 'B': -10.802413}
{' B': -0.00078418164, ' A': -7.4194846, ' b': -9.547774, ' "': -9.740133, 'B': -10.7777605}
{' B': -0.0006538509, ' A': -7.714826, ' b': -9.440494, ' "': -9.608164, 'B': -10.781491}
{' b': -9.49581, ' A': -7.5104694, 'B': -10.782391, ' B': -0.00073687645, ' "': -9.78783}
{' b': -9.5287285, ' A': -7.7903514, 'B': -10.819883, ' B': -0.00059892103, ' "': -9.726576}
{' B': -0.00071653776, ' A': -7.6015725, ' b': -9.379842, ' "': -9.639465, " '": -10.656304}
{' b': -9.423535, ' A': -8.414135, ' B': -0.00045692569, ' "': -9.425979, " '": -10.472751}
{' b': -9.775701, ' A': -7.857996, ' B': -0.00058842317, ' "': -9.464128, " '": -10.615931}
