{' b': -9.33841, ' A': -1.2189229, ' B': -0.3510315, ' "': -8.545751, " '": -9.839435}
{' b': -9.19948, ' A': -4.827616, ' B': -0.008489984, ' (': -9.862396, ' "': -8.689512}
{' b': -9.4230995, ' A': -4.0102706, ' B': -0.01870478, ' (': -10.010898, ' "': -8.782239}
{' b': -9.40216, ' A': -4.228349, ' B': -0.01508303, ' (': -10.09107, ' "': -8.801503}
{' b': -9.42226, ' A': -3.5334952, ' B': -0.030075343, ' (': -9.913799, ' "': -8.688507}
{' b': -9.236232, ' A': -4.853796, ' B': -0.00830275, ' "': -8.581854, " '": -9.851293}
{' b': -9.283558, ' A': -6.460941, ' B': -0.0019811485, ' (': -9.900631, ' "': -8.763226}
{' b': -9.255046, ' A': -5.4977326, ' B': -0.004542253, ' (': -9.915232, ' "': -8.701944}
{' b': -9.300799, ' A': -5.618892, ' B': -0.0040623397, ' (': -9.911662, ' "': -8.714067}
{' b': -9.29732, ' A': -5.685334, ' B': -0.0038275865, ' (': -9.979343, ' "': -8.710043}
{' b': -9.333184, ' A': -6.3322005, ' B': -0.0021592602, ' (': -10.029539, ' "': -8.88175}
{' b': -9.284423, ' A': -6.5620594, ' B': -0.0018273152, ' "': -8.775829, " '": -9.955932}
{' b': -9.302074, ' A': -5.550459, ' B': -0.0043054726, ' (': -10.000642, ' "': -8.741316}
{' B': -0.0043535414, ' A': -5.5397744, ' "': -8.730692, ' b': -9.334442, ' (': -9.974209}
{' b': -9.376153, ' A': -5.0372324, ' B': -0.0069418564, ' "': -8.664195, " '": -9.956188}
{' b': -9.262851, ' A': -5.1934195, ' B': -0.006024993, ' (': -9.897433, ' "': -8.62466}
{' b': -9.312814, ' A': -6.796483, ' B': -0.0015013283, ' (': -9.96922, ' "': -8.895}
{' b': -9.183746, ' A': -6.229969, ' B': -0.0024285174, ' (': -9.840897, ' "': -8.666352}
{' b': -9.295172, ' A': -6.8452344, ' B': -0.0014579939, ' (': -9.967708, ' "': -8.855115}
{' b': -9.316127, ' A': -6.1268473, ' B': -0.0025957108, ' (': -9.987598, ' "': -8.767699}
{' b': -9.338398, ' A': -6.5848413, ' B': -0.0018086247, ' (': -9.833875, ' "': -8.704925}
{' B': -0.0020742028, ' A': -6.4193177, ' "': -8.69361, ' b': -9.266414, ' (': -9.813437}
{' b': -9.264884, ' A': -6.4806952, ' B': -0.0019473487, ' (': -9.93371, ' "': -8.75068}
{' b': -9.353551, ' A': -5.5857477, ' B': -0.004174799, ' (': -9.983924, ' "': -8.698134}
{' b': -9.560929, ' A': -4.0566044, 'B': -10.119965, ' B': -0.01787555, ' "': -8.670598}
{' b': -9.327431, ' A': -5.318523, ' B': -0.0053499555, ' (': -9.885217, ' "': -8.714157}
{' b': -9.372658, ' A': -2.2534544, ' B': -0.111624084, ' (': -9.622211, ' "': -8.320888}
{' B': -0.021987574, ' A': -3.8508906, ' "': -8.585377, ' b': -9.189489, " '": -9.8623495}
{' b': -9.150391, ' A': -3.0757563, ' B': -0.04783308, ' (': -9.744869, ' "': -8.433575}
{' b': -9.213455, ' A': -3.7149804, ' B': -0.02517846, ' "': -8.500839, " '": -9.781604}
{' b': -9.146243, ' A': -3.750441, ' B': -0.024317535, ' "': -8.47451, " '": -9.738743}
{' b': -9.126756, ' A': -2.8013892, ' B': -0.063375115, ' "': -8.146797, " '": -9.383368}
{' B': -0.006291095, ' A': -5.148104, ' "': -8.669205, ' b': -9.137225, " '": -9.864833}
{' b': -9.11631, ' A': -4.1036763, ' B': -0.017145904, ' "': -8.61557, " '": -9.869023}
{' b': -9.14476, ' A': -4.596492, ' B': -0.010617595, ' "': -8.630637, " '": -9.926579}
{' B': -0.021166464, ' A': -3.8883138, ' "': -8.610489, ' b': -9.271395, " '": -9.903571}
{' b': -9.183952, ' A': -4.311428, ' B': -0.013939195, ' "': -8.781133, " '": -9.971813}
{' B': -0.012358271, ' A': -4.447516, ' "': -8.387455, ' b': -9.021108, " '": -9.618038}
{' b': -9.127794, ' A': -3.353951, ' B': -0.03617536, ' "': -8.360712, " '": -9.635513}
{' b': -9.277694, ' A': -3.77378, ' B': -0.023698224, ' "': -8.649757, " '": -9.88591}
{' b': -9.208561, ' A': -3.26884, ' B': -0.039336763, ' "': -8.431379, " '": -9.774426}
{' B': -0.0108411135, ' A': -4.5868335, ' "': -8.35334, ' b': -8.957516, " '": -9.53332}
{' b': -9.129742, ' A': -6.3872266, ' B': -0.0021177446, ' "': -8.726092, " '": -10.049833}
{' B': -0.0048815133, ' A': -5.4267964, ' "': -8.61815, ' b': -9.128077, " '": -9.872073}
{' b': -9.168957, ' A': -5.317457, ' B': -0.0053771017, ' "': -8.64441, " '": -9.927641}
{' B': -0.0043356433, ' A': -5.557804, ' "': -8.590512, ' b': -9.207159, " '": -9.77237}
{' b': -9.196488, ' A': -6.154077, ' B': -0.0025538797, ' "': -8.776119, " '": -9.903585}
{' b': -9.145969, ' A': -6.5404778, ' B': -0.001875266, ' "': -8.751428, " '": -9.938198}
{' B': -0.005918261, ' A': -5.2099934, ' "': -8.727119, ' b': -9.12247, " '": -10.022709}
{' b': -9.222741, ' A': -5.4224977, ' B': -0.004861448, ' "': -8.705532, " '": -10.001213}
{' b': -9.262368, ' A': -4.921197, ' B': -0.0077523883, ' "': -8.679523, " '": -9.8915615}
{' b': -9.177482, ' A': -5.0258336, ' B': -0.007046595, ' "': -8.682878, " '": -9.832938}
{' B': -0.0016366658, ' A': -6.7226987, ' "': -8.712268, ' b': -9.163783, " '": -9.94195}
{' b': -9.0271435, ' A': -6.30512, ' B': -0.0023282594, ' "': -8.591811, " '": -9.7646055}
{' B': -0.0017825883, ' A': -6.609335, ' "': -8.70115, ' b': -9.1693325, " '": -9.985077}
{' b': -9.149227, ' A': -5.895335, ' B': -0.0032287696, ' "': -8.583316, " '": -9.837092}
{' B': -0.0025787381, ' A': -6.163955, ' "': -8.613707, ' b': -9.177309, " '": -9.823589}
{' b': -9.200008, ' A': -5.9007087, ' B': -0.003217288, ' "': -8.587287, " '": -9.754501}
{' b': -9.189312, ' A': -5.7523756, ' B': -0.003630812, ' "': -8.657804, " '": -9.94908}
{' b': -9.258353, ' A': -5.104168, ' B': -0.0065236054, ' "': -8.678805, " '": -10.053106}
{' b': -9.391104, ' A': -3.8065538, 'B': -9.991229, ' B': -0.022932976, ' "': -8.599426}
{' b': -9.166195, ' A': -5.115757, ' B': -0.0064871297, ' "': -8.6803, " '": -9.812118}
{' b': -9.552677, ' A': -2.3480656, ' B': -0.100928575, ' (': -9.719245, ' "': -8.635514}
{' b': -9.396288, ' A': -4.0032225, ' B': -0.018811548, ' "': -8.851677, " '": -10.051238}
{' b': -9.4165535, ' A': -3.2773457, ' B': -0.03887958, ' (': -9.926184, ' "': -8.781659}
{' b': -9.428457, ' A': -3.3445635, ' B': -0.03633791, ' "': -8.71218, " '": -9.996772}
{' b': -9.379646, ' A': -3.659152, ' B': -0.026496185, ' "': -8.776008, " '": -10.024966}
{' b': -9.47542, ' A': -3.131431, ' B': -0.045047313, ' "': -8.784167, " '": -10.005222}
{' b': -9.429466, ' A': -4.849918, ' B': -0.008207256, ' "': -8.969371, " '": -10.098177}
{' b': -9.344988, ' A': -3.779764, ' B': -0.023498483, ' "': -8.799249, " '": -9.95206}
{' b': -9.41828, ' A': -4.517851, ' B': -0.011316275, ' "': -8.991434, " '": -10.128011}
{' b': -9.495095, ' A': -3.6174662, ' B': -0.02758255, ' "': -8.904833, " '": -10.134615}
{' b': -9.390559, ' A': -4.7967343, ' B': -0.008593322, ' (': -10.378346, ' "': -9.208305}
{' b': -9.3480835, ' A': -4.542889, ' B': -0.011076678, ' "': -8.845554, " '": -9.956887}
{' b': -9.5094, ' A': -3.2655625, ' B': -0.03929938, ' (': -10.122301, ' "': -8.886284}
{' b': -9.541067, ' A': -3.579092, ' B': -0.028644942, ' "': -8.951726, " '": -10.268701}
{' b': -9.64264, ' A': -2.7462776, ' B': -0.066723526, ' (': -10.020311, ' "': -8.8061495}
{' b': -9.265099, ' A': -4.861569, ' B': -0.008135265, ' "': -8.918201, " '": -10.071947}
{' b': -9.394183, ' A': -6.18074, ' B': -0.0024206901, ' "': -8.940995, " '": -10.020376}
{' b': -9.363456, ' A': -5.123392, ' B': -0.00633638, ' "': -8.878614, " '": -10.0287285}
{' b': -9.351905, ' A': -5.15738, ' B': -0.0061313156, ' "': -8.925488, " '": -10.135053}
{' b': -9.451066, ' A': -5.377481, ' B': -0.0049703433, ' "': -8.935014, " '": -10.047258}
{' B': -0.0019168895, ' A': -6.4313025, ' "': -9.174687, ' b': -9.293144, " '": -10.3129225}
{' b': -9.453006, ' A': -6.0938106, ' B': -0.0025924847, ' "': -8.959222, " '": -10.049991}
{' b': -9.446551, ' A': -5.108227, ' B': -0.0063955854, ' "': -8.98102, " '": -10.169107}
{' b': -9.432174, ' A': -5.363006, ' B': -0.0050393525, ' "': -8.933533, " '": -10.090166}
{' b': -9.495944, ' A': -4.6741085, ' B': -0.009717939, ' "': -8.912391, " '": -10.070419}
{' b': -9.433743, ' A': -5.001695, ' B': -0.007081893, ' "': -9.009991, " '": -10.206602}
{' b': -9.476194, ' A': -6.432783, ' B': -0.0019242954, ' "': -9.052639, " '": -10.164279}
{' B': -0.0035432968, ' A': -5.7594004, ' "': -8.809442, ' b': -9.290535, " '": -10.025376}
{' b': -9.345524, ' A': -6.7336783, ' B': -0.0015257456, ' "': -8.956203, " '": -10.160209}
{' b': -9.38827, ' A': -5.8244596, ' B': -0.0033142255, ' "': -8.839579, " '": -10.081236}
{' b': -9.495342, ' A': -6.53918, ' B': -0.0017692746, ' "': -9.018616, " '": -10.22755}
{' b': -9.370716, ' A': -5.9738345, ' B': -0.0029138662, ' "': -8.8655815, " '": -9.985825}
{' b': -9.281132, ' A': -5.9134283, ' B': -0.0030802428, ' "': -8.816385, " '": -10.0552845}
{' b': -9.526705, ' A': -5.4412036, ' B': -0.0046593794, ' "': -9.001349, " '": -10.222909}
{' B': -0.021475596, ' A': -3.86748, ' "': -8.928763, ' b': -9.5796585, " '": -10.255821}
{' b': -9.4237, ' A': -5.3151097, ' B': -0.0052535413, ' "': -9.089971, " '": -10.219629}
{' b': -9.289631, ' A': -2.0340745, ' B': -0.1406554, ' (': -10.233936, ' "': -8.679617}
{' b': -9.120095, ' A': -3.6230772, 'B': -10.472369, ' B': -0.027437162, ' "': -8.832331}
{' b': -9.188998, ' A': -2.7262619, ' B': -0.06812929, ' (': -10.360777, ' "': -8.705277}
{' B': -0.046843696, ' A': -3.0927804, ' "': -8.691342, ' b': -9.213606, 'B': -10.41018}
{' b': -9.105885, ' A': -3.390031, 'B': -10.438306, ' B': -0.034693863, ' "': -8.711233}
{' b': -9.239493, ' A': -2.7267542, ' B': -0.06809165, ' (': -10.385438, ' "': -8.703952}
{' b': -9.167868, ' A': -4.630935, 'B': -10.522746, ' B': -0.010123858, ' "': -8.972521}
{' B': -0.032340176, ' A': -3.45947, ' "': -8.795062, ' b': -9.125721, 'B': -10.387043}
{' b': -9.179411, ' A': -4.0544806, 'B': -10.443864, ' B': -0.017839024, ' "': -8.9328985}
{' b': -9.28679, ' A': -3.2505906, 'B': -10.461095, ' B': -0.039872594, ' "': -8.899695}
{' b': -9.166388, ' A': -4.2148013, 'B': -10.543068, ' B': -0.015202787, ' "': -9.062436}
{' b': -9.186597, ' A': -4.4617805, 'B': -10.591342, ' B': -0.011951742, ' "': -8.8855505}
{' b': -9.27386, ' A': -2.8234298, 'B': -10.416614, ' B': -0.061634947, ' "': -8.752581}
{' B': -0.041716196, ' A': -3.2061353, ' "': -8.84199, ' b': -9.288208, 'B': -10.492415}
{' b': -9.319625, ' A': -2.6375213, 'B': -10.424756, ' B': -0.074614935, ' "': -8.796937}
{' b': -8.9778, ' A': -4.545933, ' B': -0.011039672, ' "': -8.850528, " '": -10.545504}
{' b': -9.1115885, ' A': -6.163327, ' B': -0.002440766, ' "': -8.929607, " '": -10.553549}
{' b': -8.975024, ' A': -4.755947, ' B': -0.009037339, ' "': -8.733458, " '": -10.3756275}
{' b': -9.078026, ' A': -4.869115, ' B': -0.008063817, ' "': -8.869601, " '": -10.538491}
{' b': -9.090237, ' A': -5.3426576, ' B': -0.0051410166, ' "': -8.884429, " '": -10.470545}
{' b': -9.098209, ' A': -6.03472, 'B': -10.655072, ' B': -0.0027037624, ' "': -9.117218}
{' b': -9.108645, ' A': -5.9073963, ' B': -0.003056444, ' "': -8.915946, " '": -10.536667}
{' b': -9.114976, ' A': -4.6010885, 'B': -10.602971, ' B': -0.010441765, ' "': -8.851356}
{' b': -9.099265, ' A': -5.0145736, ' B': -0.007005418, ' "': -8.897854, " '": -10.585983}
{' b': -9.228033, ' A': -4.108296, 'B': -10.555525, ' B': -0.016911032, ' "': -8.864809}
{' b': -9.09472, ' A': -4.7742047, 'B': -10.525099, ' B': -0.008820419, ' "': -8.964684}
{' b': -9.146058, ' A': -6.2306447, ' B': -0.0022820197, ' "': -9.01887, " '": -10.670969}
{' b': -8.968965, ' A': -5.4473214, ' B': -0.0047060302, ' "': -8.752047, " '": -10.408526}
{' b': -9.104515, ' A': -6.0994005, ' B': -0.0025666098, ' "': -8.991111, " '": -10.684003}
{' B': -0.006132575, ' A': -5.1548066, ' "': -8.862458, ' b': -9.125274, " '": -10.58776}
{' b': -9.13682, ' A': -6.13959, ' B': -0.002481695, ' "': -8.980614, " '": -10.614572}
{' b': -9.149485, ' A': -5.882217, ' B': -0.0031417082, ' "': -8.829395, " '": -10.498484}
{' B': -0.004302897, ' A': -5.532205, ' "': -8.934705, ' b': -9.065084, " '": -10.592874}
{' b': -9.074347, ' A': -5.1929445, ' B': -0.0059136446, ' "': -8.9228, " '": -10.562336}
{' b': -9.24672, ' A': -3.6296453, 'B': -10.494758, ' B': -0.02724751, ' "': -8.779877}
{' b': -9.090809, ' A': -5.167253, 'B': -10.589169, ' B': -0.0060384255, ' "': -9.058242}
{' B': -0.13022305, ' A': -2.1064992, ' "': -8.58535, ' b': -9.464957, ' (': -9.922354}
{' b': -9.203256, ' A': -3.8027406, ' B': -0.022976581, ' (': -10.185766, ' "': -8.695599}
{' b': -9.219786, ' A': -2.858642, ' B': -0.05953556, ' (': -9.96894, ' "': -8.559939}
{' B': -0.03755447, ' A': -3.3120353, ' "': -8.611107, ' b': -9.320293, ' (': -10.131321}
{' b': -9.239404, ' A': -3.5240896, ' B': -0.030347489, ' (': -10.288215, ' "': -8.617059}
{' b': -9.35872, ' A': -2.6787388, ' B': -0.07159176, ' (': -10.081356, ' "': -8.528494}
{' b': -9.301034, ' A': -4.5669417, ' B': -0.010798999, ' (': -10.368432, ' "': -8.84975}
{' B': -0.023253452, ' A': -3.7910678, ' "': -8.67928, ' b': -9.170506, ' (': -10.230801}
{' B': -0.012015203, ' A': -4.4588265, ' "': -8.84003, ' b': -9.208434, ' (': -10.395689}
{' b': -9.333773, ' A': -3.655481, ' B': -0.026579183, ' (': -10.294529, ' "': -8.74045}
{' b': -9.267993, ' A': -4.11611, ' B': -0.016798645, ' (': -10.424319, ' "': -8.867737}
{' b': -9.216956, ' A': -4.3753004, ' B': -0.013047417, ' "': -8.752947, " '": -10.3602085}
{' b': -9.329393, ' A': -3.2737293, ' B': -0.039012697, ' (': -10.21444, ' "': -8.688638}
{' b': -9.258315, ' A': -3.5695515, ' B': -0.028970508, ' (': -10.312637, ' "': -8.740949}
{' b': -9.331991, ' A': -2.7819252, ' B': -0.06437696, ' (': -10.075344, ' "': -8.5903225}
{' B': -0.009289923, ' A': -4.7265687, ' "': -8.766518, ' b': -9.087232, " '": -10.337246}
{' B': -0.0029978554, ' A': -5.941648, ' "': -8.818471, ' b': -9.167183, " '": -10.282822}
{' b': -9.207044, ' A': -4.732042, ' B': -0.009237223, ' "': -8.707791, " '": -10.331891}
{' B': -0.007234554, ' A': -4.985452, ' "': -8.769051, ' b': -9.225299, " '": -10.37777}
{' B': -0.006868693, ' A': -5.0394783, ' "': -8.746462, ' b': -9.266683, " '": -10.331915}
{' b': -9.236853, ' A': -5.8004994, ' B': -0.0033596174, ' "': -8.96972, " '": -10.573171}
{' b': -9.25504, ' A': -5.7918887, ' B': -0.0034003465, ' "': -8.846234, " '": -10.417307}
{' B': -0.010406353, ' A': -4.606754, ' "': -8.749067, ' b': -9.238949, " '": -10.439034}
{' B': -0.007425791, ' A': -4.9563813, ' "': -8.776954, ' b': -9.2522335, " '": -10.4226265}
{' B': -0.014003567, ' A': -4.30129, ' "': -8.780823, ' b': -9.344733, " '": -10.442029}
{' b': -9.216973, ' A': -4.6218657, ' B': -0.0102612125, ' "': -8.774858, " '": -10.397229}
{' b': -9.303713, ' A': -6.0699406, ' B': -0.0026404113, ' "': -8.9189, " '": -10.509163}
{' b': -9.115616, ' A': -5.5014277, ' B': -0.004491242, ' "': -8.670378, " '": -10.267701}
{' b': -9.231849, ' A': -6.104302, ' B': -0.002573718, ' "': -8.888055, " '": -10.519097}
{' b': -9.279224, ' A': -5.3359666, ' B': -0.0051848763, ' "': -8.774636, " '": -10.440004}
{' b': -9.262732, ' A': -6.0938153, ' B': -0.0026121465, ' "': -8.8279295, " '": -10.440433}
{' B': -0.0036859089, ' A': -5.7107534, ' "': -8.750935, ' b': -9.231077, " '": -10.343063}
{' b': -9.213311, ' A': -5.407288, ' B': -0.004858453, ' "': -8.78441, " '": -10.430835}
{' b': -9.287762, ' A': -4.939136, ' B': -0.0075470367, ' "': -8.781667, " '": -10.431277}
{' b': -9.294878, ' A': -3.5678308, ' B': -0.029048555, ' "': -8.598727, " '": -10.2952795}
{' b': -9.20728, ' A': -5.01428, ' B': -0.007024208, ' (': -10.386308, ' "': -8.877624}
{' b': -9.501413, ' A': -1.613887, ' B': -0.22258109, ' (': -9.85522, ' "': -8.694786}
{' b': -9.175314, ' A': -3.4892945, ' B': -0.031409122, ' (': -10.114872, ' "': -8.798016}
{' b': -9.209459, ' A': -2.6324902, ' B': -0.07506548, ' (': -9.967207, ' "': -8.786398}
{' B': -0.05200328, ' A': -2.990598, ' "': -8.706211, ' b': -9.2606325, ' (': -10.070473}
{' b': -9.151717, ' A': -3.3668644, 'B': -10.228207, ' B': -0.03552753, ' "': -8.742234}
{' b': -9.280167, ' A': -2.4958823, ' B': -0.0864851, ' (': -10.062032, ' "': -8.684657}
{' b': -9.06376, ' A': -4.487105, ' B': -0.011709943, ' "': -8.813938, " '": -10.318178}
{' B': -0.029135201, ' A': -3.5643506, ' "': -8.862046, ' b': -9.088964, 'B': -10.136415}
{' b': -9.070129, ' A': -4.211134, 'B': -10.179814, ' B': -0.015329276, ' "': -8.924364}
{' b': -9.244904, ' A': -3.2892897, 'B': -10.146111, ' B': -0.03838582, ' "': -8.904875}
{' b': -9.167738, ' A': -4.056902, 'B': -10.304936, ' B': -0.017789997, ' "': -9.095585}
{' b': -9.070663, ' A': -4.2334986, ' B': -0.015000621, ' (': -10.3183365, ' "': -8.844552}
{' b': -9.2811165, ' A': -3.0184543, 'B': -10.180114, ' B': -0.050501842, ' "': -8.8821945}
{' b': -9.293756, ' A': -3.116496, 'B': -10.237264, ' B': -0.045695413, ' "': -8.938146}
{' b': -9.336394, ' A': -2.4828284, ' B': -0.08762371, ' (': -10.129867, ' "': -8.827985}
{' b': -9.082702, ' A': -4.459115, 'B': -10.28264, ' B': -0.012034507, ' "': -8.81406}
{' b': -9.186103, ' A': -5.901666, ' B': -0.003101529, ' "': -8.84557, " '": -10.256845}
{' b': -9.146654, ' A': -4.7336593, ' B': -0.009231088, ' "': -8.724496, " '": -10.2133045}
{' b': -9.165997, ' A': -4.618839, 'B': -10.343831, ' B': -0.01028223, ' "': -8.87548}
{' b': -9.151727, ' A': -5.0814657, ' B': -0.006598963, ' "': -8.850908, " '": -10.312562}
{' b': -9.167082, ' A': -5.8555613, 'B': -10.407395, ' B': -0.0031943251, ' "': -9.071767}
{' b': -9.220666, ' A': -5.857504, ' B': -0.0032199803, ' "': -8.836323, " '": -10.210056}
{' b': -9.178243, ' A': -4.59493, 'B': -10.387688, ' B': -0.010507241, ' "': -8.917018}
{' B': -0.007679048, ' A': -4.9206734, ' "': -8.896129, ' b': -9.162243, 'B': -10.364659}
{' B': -0.0187629, ' A': -4.00383, ' "': -8.906539, ' b': -9.284582, 'B': -10.319981}
{' b': -9.131073, ' A': -4.7576046, 'B': -10.296712, ' B': -0.008987659, ' "': -8.929415}
{' b': -9.24068, ' A': -6.0741944, ' B': -0.0026544582, ' "': -8.871816, " '": -10.30804}
{' B': -0.0052812826, ' A': -5.324632, ' "': -8.714857, ' b': -9.133553, " '": -10.1703}
{' b': -9.23862, ' A': -6.1367226, ' B': -0.0024972914, ' "': -8.940342, " '": -10.407124}
{' b': -9.219081, ' A': -5.3606877, ' B': -0.005068528, ' "': -8.822361, " '": -10.306523}
{' b': -9.264423, ' A': -6.13157, ' B': -0.0025207754, ' "': -8.887063, " '": -10.338401}
{' b': -9.188242, ' A': -5.579859, ' B': -0.0041387104, ' "': -8.878871, " '": -10.337682}
{' B': -0.004604588, ' A': -5.462183, ' "': -8.874193, ' b': -9.207017, " '": -10.375143}
{' b': -9.185688, ' A': -4.9850974, 'B': -10.415028, ' B': -0.0072116815, ' "': -8.928262}
{' B': -0.03290074, ' A': -3.44262, ' "': -8.760764, ' b': -9.303438, 'B': -10.19243}
{' B': -0.008116935, ' A': -4.8614073, ' "': -9.0306425, ' b': -9.141527, 'B': -10.332376}
{' b': -9.6781435, ' A': -2.0868902, 'B': -10.217526, ' B': -0.1328687, ' "': -8.893692}
{' b': -9.583512, ' A': -3.737843, ' B': -0.024408901, ' "': -8.9775915, " '": -10.394015}
{' b': -9.55142, ' A': -3.0104089, ' B': -0.050890744, ' "': -8.846141, " '": -10.328826}
{' B': -0.03864128, ' A': -3.2816947, ' "': -8.837889, ' b': -9.58707, " '": -10.292258}
{' b': -9.482547, ' A': -3.7187831, ' B': -0.024895495, ' "': -8.90406, " '": -10.349127}
{' b': -9.61826, ' A': -2.856117, ' B': -0.059570167, ' "': -8.846125, " '": -10.249118}
{' B': -0.010765619, ' A': -4.563975, ' "': -9.077602, ' b': -9.539768, " '": -10.470823}
{' b': -9.511422, ' A': -3.7355132, ' B': -0.024473215, ' "': -8.976251, " '": -10.350917}
{' b': -9.512021, ' A': -4.4503164, ' B': -0.012038184, ' "': -9.08467, " '": -10.391613}
{' b': -9.587393, ' A': -3.8963742, ' B': -0.02082304, ' "': -9.054704, " '": -10.442995}
{' b': -9.523202, ' A': -4.349613, 'B': -10.530579, ' B': -0.013260247, ' "': -9.245896}
{' b': -9.588088, ' A': -4.6551595, ' B': -0.009821704, ' "': -9.205995, " '": -10.543625}
{' b': -9.73266, ' A': -3.7285476, 'B': -10.479925, ' B': -0.024583353, ' "': -9.212917}
{' b': -9.618105, ' A': -3.7473297, 'B': -10.476173, ' B': -0.024145208, ' "': -9.143037}
{' b': -9.666352, ' A': -3.093795, 'B': -10.417447, ' B': -0.046710286, ' "': -8.978202}
{' b': -9.4166355, ' A': -4.744963, ' B': -0.00904137, ' "': -9.029732, " '": -10.322269}
{' b': -9.497786, ' A': -5.940508, ' B': -0.0029282132, ' "': -9.027067, " '": -10.37261}
{' b': -9.457659, ' A': -5.2376842, ' B': -0.0056323577, ' "': -8.992854, " '": -10.365086}
{' b': -9.493501, ' A': -4.9789853, ' B': -0.007204838, ' "': -9.027742, " '": -10.412553}
{' b': -9.513067, ' A': -5.4853244, ' B': -0.0044490932, ' "': -9.029839, " '": -10.343952}
{' B': -0.0024361657, ' A': -6.133959, ' "': -9.184877, ' b': -9.512997, " '": -10.540335}
{' b': -9.49974, ' A': -5.842063, ' B': -0.0031792559, ' "': -9.155432, " '": -10.3819065}
{' b': -9.538165, ' A': -5.002551, ' B': -0.0070263683, ' "': -9.055433, " '": -10.485892}
{' b': -9.515452, ' A': -5.2851095, ' B': -0.005366554, ' "': -9.067048, " '": -10.406699}
{' b': -9.642865, ' A': -4.4027157, ' B': -0.012607831, ' "': -9.007567, " '": -10.387258}
{' b': -9.498397, ' A': -5.0235877, ' B': -0.006890899, ' "': -9.092036, " '": -10.463111}
{' b': -9.4632635, ' A': -6.1534114, ' B': -0.0024082013, ' "': -9.141801, " '": -10.41869}
{' b': -9.319169, ' A': -5.6897883, ' B': -0.0037170195, ' "': -8.936024, " '": -10.216986}
{' b': -9.45951, ' A': -6.166997, ' B': -0.0023778502, ' "': -9.141556, " '": -10.472857}
{' b': -9.478164, ' A': -5.531106, ' B': -0.0042583626, ' "': -9.069499, " '": -10.381128}
{' b': -9.567319, ' A': -6.198, ' B': -0.0023181662, ' "': -9.055066, " '": -10.396372}
{' b': -9.426079, ' A': -5.56589, ' B': -0.004148885, ' "': -8.969697, " '": -10.276537}
{' b': -9.482347, ' A': -5.891316, ' B': -0.0030550726, ' "': -9.056252, " '": -10.440102}
{' b': -9.564994, ' A': -5.0970154, ' B': -0.00641856, ' "': -9.040415, " '": -10.452235}
{' b': -9.643568, ' A': -3.6654272, 'B': -10.428279, ' B': -0.026236646, ' "': -8.951301}
{' b': -9.531707, ' A': -4.9563284, ' B': -0.007350254, ' "': -9.096271, " '": -10.459455}
